1	2
2	302
3	38
4	49
5	39
6	301
7	96
8	96
9	96
10	303
11	96
12	96
13	232
14	233
15	132
16	132
17	87
18	87
19	234
20	236
21	265
22	267
23	160
24	160
26	269
28	270
29	281
31	297
32	296
33	295
35	294
36	294
38	292
39	278
40	277
41	276
42	275
43	274
44	272
46	271
48	14
49	257
50	154
51	154
52	250
53	249
54	248
55	246
56	152
57	220
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	6
68	6
69	1
70	1
71	11
72	11
73	11
74	1
75	60
76	53
77	27
78	41
79	41
80	13
81	43
82	43
83	36
84	57
85	9
86	5
87	64
88	69
89	70
90	13
91	13
92	1
93	98
94	72
95	2
96	25
97	25
98	46
99	9
100	9
101	24
102	24
103	74
104	74
105	1
106	24
107	6
108	38
109	49
110	49
111	49
112	49
113	140
114	304
115	308
116	119
117	119
118	119
119	22
120	19
121	14
122	33
123	251
124	181
125	49
126	49
127	49
128	182
129	2
130	2
131	38
132	6
133	27
134	36
135	9
136	5
137	5
138	25
139	25
140	46
141	21
142	17
143	17
144	115
145	80
146	48
147	34
148	14
149	65
150	29
151	112
152	28
153	99
154	106
155	75
156	85
157	19
158	84
159	93
160	79
161	103
162	273
163	197
164	57
165	56
166	50
167	18
168	157
169	8
170	8
171	8
172	8
173	8
174	8
175	8
176	8
177	8
178	8
179	293
180	10
181	32
182	32
183	32
185	127
186	127
188	45
189	45
190	4
191	4
192	4
193	4
194	4
195	4
196	4
197	4
198	4
199	23
200	23
201	81
202	81
203	37
204	30
205	30
206	35
207	35
209	10
210	33
211	73
212	7
213	116
214	66
215	59
216	202
217	109
218	78
219	113
220	41
221	76
222	194
223	63
224	82
225	55
226	6
227	31
228	123
229	90
230	40
231	40
232	19
234	121
235	108
236	42
237	58
238	38
239	240
240	178
241	73
242	56
243	5
244	5
245	95
246	94
247	5
248	117
249	105
250	22
251	22
252	22
253	33
254	33
255	39
256	7
257	7
258	7
259	116
260	66
261	78
262	31
263	40
264	40
265	108
266	42
267	58
268	86
269	42
270	65
271	7
272	62
273	63
274	54
275	77
276	26
277	26
278	44
279	118
280	51
281	51
282	67
283	88
284	21
285	291
287	305
288	306
289	310
290	311
291	314
293	231
296	135
297	135
298	242
299	247
302	255
303	256
304	259
306	261
307	262
308	282
309	283
310	284
311	285
312	309
317	298
321	19
322	122
325	280
327	279
328	280
333	59
334	263
335	187
336	13
337	44
338	124
339	156
340	155
341	29
342	184
343	70
344	239
345	87
346	150
347	175
348	227
349	87
350	39
351	21
352	14
353	124
354	86
355	9
356	25
